,CLASS_ID,CLASS_OOD,Model,AUROC,FPR95
0,0,1,IsolationForest,0.6544581965142712,0.7027027027027027
1,0,1,OneClassSVM,0.8590553169992422,0.40540540540540543
2,0,1,LOF,0.5823861244421992,0.7837837837837838
3,0,2,IsolationForest,0.6091920797803151,0.7297297297297297
4,0,2,OneClassSVM,0.782772076889724,0.7027027027027027
5,0,2,LOF,0.6048561930914872,0.8648648648648649
6,0,3,IsolationForest,0.6376740376740376,0.7297297297297297
7,0,3,OneClassSVM,0.8093366093366092,0.5405405405405406
8,0,3,LOF,0.5922194922194921,0.6756756756756757
9,0,4,IsolationForest,0.7416988416988417,0.4864864864864865
10,0,4,OneClassSVM,0.8626769626769628,0.40540540540540543
11,0,4,LOF,0.5487773487773489,0.7297297297297297
12,0,5,IsolationForest,0.7012231209311501,0.4864864864864865
13,0,5,OneClassSVM,0.8064213848885382,0.40540540540540543
14,0,5,LOF,0.030479384493982978,0.972972972972973
15,0,6,IsolationForest,0.5626271432723046,0.7837837837837838
16,0,6,OneClassSVM,0.7273321708805579,0.7567567567567568
17,0,6,LOF,0.03719848881139198,0.972972972972973
18,0,7,IsolationForest,0.600856954515491,0.8108108108108109
19,0,7,OneClassSVM,0.7069874752801582,0.6486486486486487
20,0,7,LOF,0.5787738958470665,0.5945945945945946
21,0,8,IsolationForest,0.5505711897464475,0.8378378378378378
22,0,8,OneClassSVM,0.6702424073558094,0.7567567567567568
23,0,8,LOF,0.5554471997770968,0.7837837837837838
24,0,9,IsolationForest,0.6169953737521305,0.7027027027027027
25,0,9,OneClassSVM,0.7171292914536158,0.6216216216216216
26,0,9,LOF,0.2990017044071098,0.9459459459459459
27,1,0,IsolationForest,0.611025641025641,0.9384615384615385
28,1,0,OneClassSVM,0.7432478632478634,0.8615384615384616
29,1,0,LOF,0.577948717948718,0.8153846153846154
30,1,2,IsolationForest,0.6194158782394077,0.9384615384615385
31,1,2,OneClassSVM,0.584039489921843,0.9384615384615385
32,1,2,LOF,0.4461538461538461,0.9384615384615385
33,1,3,IsolationForest,0.5730536130536131,0.9384615384615385
34,1,3,OneClassSVM,0.4345454545454545,0.9538461538461539
35,1,3,LOF,0.264009324009324,0.9538461538461539
36,1,4,IsolationForest,0.6038095238095238,0.9230769230769231
37,1,4,OneClassSVM,0.6145421245421245,0.9384615384615385
38,1,4,LOF,0.13289377289377288,0.9538461538461539
39,1,5,IsolationForest,0.41476698483997754,0.9384615384615385
40,1,5,OneClassSVM,0.415749578888265,0.9538461538461539
41,1,5,LOF,0.035373385738349236,0.9692307692307692
42,1,6,IsolationForest,0.3562448304383788,0.9538461538461539
43,1,6,OneClassSVM,0.5104631927212572,0.9384615384615385
44,1,6,LOF,0.0412737799834574,0.9692307692307692
45,1,7,IsolationForest,0.4803627267041901,0.9230769230769231
46,1,7,OneClassSVM,0.4730456535334584,0.9384615384615385
47,1,7,LOF,0.5275797373358349,0.7846153846153846
48,1,8,IsolationForest,0.44766058683584453,0.9384615384615385
49,1,8,OneClassSVM,0.44052339413164154,0.9538461538461539
50,1,8,LOF,0.4797779540047581,0.9230769230769231
51,1,9,IsolationForest,0.5167706167706166,0.9230769230769231
52,1,9,OneClassSVM,0.46625086625086626,0.9538461538461539
53,1,9,LOF,0.334996534996535,0.8461538461538461
54,2,0,IsolationForest,0.47122507122507123,0.8974358974358975
55,2,0,OneClassSVM,0.7972222222222223,0.6923076923076923
56,2,0,LOF,0.2571225071225071,0.9230769230769231
57,2,1,IsolationForest,0.3501877146736959,0.8974358974358975
58,2,1,OneClassSVM,0.8012221423436375,0.5897435897435898
59,2,1,LOF,0.4065021167824906,0.9487179487179487
60,2,3,IsolationForest,0.386946386946387,0.8974358974358975
61,2,3,OneClassSVM,0.6987956487956487,0.7435897435897436
62,2,3,LOF,0.2124320124320124,0.9487179487179487
63,2,4,IsolationForest,0.4708180708180708,0.8974358974358975
64,2,4,OneClassSVM,0.9158119658119658,0.28205128205128205
65,2,4,LOF,0.436996336996337,0.9230769230769231
66,2,5,IsolationForest,0.3208871420550252,0.8974358974358975
67,2,5,OneClassSVM,0.6215609208309938,0.7692307692307693
68,2,5,LOF,0.031536589930750536,0.9743589743589743
69,2,6,IsolationForest,0.2939068100358423,0.9230769230769231
70,2,6,OneClassSVM,0.7088502894954507,0.7692307692307693
71,2,6,LOF,0.04576785221946514,0.9743589743589743
72,2,7,IsolationForest,0.27590160516989787,0.9230769230769231
73,2,7,OneClassSVM,0.6940796331040233,0.6666666666666666
74,2,7,LOF,0.4848863873254117,0.8461538461538461
75,2,8,IsolationForest,0.2858842188739096,0.9230769230769231
76,2,8,OneClassSVM,0.5997885276235791,0.7692307692307693
77,2,8,LOF,0.366243721913825,0.8974358974358975
78,2,9,IsolationForest,0.3393393393393393,0.8974358974358975
79,2,9,OneClassSVM,0.7200854700854701,0.6923076923076923
80,2,9,LOF,0.21055671055671057,0.9230769230769231
81,3,0,IsolationForest,0.65787728026534,0.9104477611940298
82,3,0,OneClassSVM,0.8964344941956883,0.44776119402985076
83,3,0,LOF,0.7660862354892206,0.5373134328358209
84,3,1,IsolationForest,0.47347375273166875,0.9701492537313433
85,3,1,OneClassSVM,0.7549635002557307,0.7313432835820896
86,3,1,LOF,0.5580508671595296,0.8955223880597015
87,3,2,IsolationForest,0.6640593822332189,0.9104477611940298
88,3,2,OneClassSVM,0.7435150450953787,0.8805970149253731
89,3,2,LOF,0.5863995530369543,0.8955223880597015
90,3,4,IsolationForest,0.6802416488983654,0.8507462686567164
91,3,4,OneClassSVM,0.8243425728500354,0.7313432835820896
92,3,4,LOF,0.6858564321250888,0.8059701492537313
93,3,5,IsolationForest,0.4280422703998257,0.9402985074626866
94,3,5,OneClassSVM,0.6439971674474343,0.9104477611940298
95,3,5,LOF,0.03301013182263865,0.9850746268656716
96,3,6,IsolationForest,0.33975284865992617,0.9701492537313433
97,3,6,OneClassSVM,0.7148932755576954,0.8507462686567164
98,3,6,LOF,0.04525758305247954,0.9850746268656716
99,3,7,IsolationForest,0.5181410023055455,0.9104477611940298
100,3,7,OneClassSVM,0.6995813614852567,0.835820895522388
101,3,7,LOF,0.5276665453221696,0.8955223880597015
102,3,8,IsolationForest,0.4976150176950299,0.9253731343283582
103,3,8,OneClassSVM,0.619710724726881,0.9104477611940298
104,3,8,LOF,0.5324665333128173,0.9104477611940298
105,3,9,IsolationForest,0.4658464434583838,0.9253731343283582
106,3,9,OneClassSVM,0.7028707812289903,0.8656716417910447
107,3,9,LOF,0.527027027027027,0.8955223880597015
108,4,0,IsolationForest,0.4613756613756614,0.9047619047619048
109,4,0,OneClassSVM,0.7628968253968254,0.7857142857142857
110,4,0,LOF,0.5634920634920635,0.8333333333333334
111,4,1,IsolationForest,0.47485536270583,0.7619047619047619
112,4,1,OneClassSVM,0.7820427236315087,0.6666666666666666
113,4,1,LOF,0.36404094348019583,0.8809523809523809
114,4,2,IsolationForest,0.5724471606824548,0.7619047619047619
115,4,2,OneClassSVM,0.7676979882862236,0.7857142857142857
116,4,2,LOF,0.3628724216959512,0.9047619047619048
117,4,3,IsolationForest,0.45339105339105334,0.8571428571428571
118,4,3,OneClassSVM,0.7712842712842712,0.7380952380952381
119,4,3,LOF,0.4198412698412698,0.9047619047619048
120,4,5,IsolationForest,0.37582551268682657,0.9047619047619048
121,4,5,OneClassSVM,0.6681004518595759,0.8571428571428571
122,4,5,LOF,0.03475842891901289,0.9761904761904762
123,4,6,IsolationForest,0.35944700460829493,0.8571428571428571
124,4,6,OneClassSVM,0.7339349718381976,0.7380952380952381
125,4,6,LOF,0.04147465437788021,0.9761904761904762
126,4,7,IsolationForest,0.3832752613240418,0.9523809523809523
127,4,7,OneClassSVM,0.709736740224545,0.8095238095238095
128,4,7,LOF,0.28610143244289593,0.9523809523809523
129,4,8,IsolationForest,0.4334806087383407,0.8571428571428571
130,4,8,OneClassSVM,0.6647029945999019,0.9523809523809523
131,4,8,LOF,0.35297005400098186,0.9285714285714286
132,4,9,IsolationForest,0.4947447447447447,0.8333333333333334
133,4,9,OneClassSVM,0.6085907335907336,0.9285714285714286
134,4,9,LOF,0.35413985413985416,0.9285714285714286
135,5,0,IsolationForest,0.5723214285714285,0.8214285714285714
136,5,0,OneClassSVM,0.883184523809524,0.375
137,5,0,LOF,0.48640873015873015,0.8035714285714286
138,5,1,IsolationForest,0.5944036493101913,0.8214285714285714
139,5,1,OneClassSVM,0.8508845126835781,0.5535714285714286
140,5,1,LOF,0.5313751668891855,0.8392857142857143
141,5,2,IsolationForest,0.6256684491978609,0.9107142857142857
142,5,2,OneClassSVM,0.8359434682964094,0.5
143,5,2,LOF,0.4772727272727273,0.8035714285714286
144,5,3,IsolationForest,0.6178571428571429,0.8214285714285714
145,5,3,OneClassSVM,0.7682088744588745,0.5357142857142857
146,5,3,LOF,0.3905844155844156,0.875
147,5,4,IsolationForest,0.5988095238095238,0.8214285714285714
148,5,4,OneClassSVM,0.9339285714285714,0.30357142857142855
149,5,4,LOF,0.606887755102041,0.7857142857142857
150,5,6,IsolationForest,0.3744239631336406,0.875
151,5,6,OneClassSVM,0.7017089093701997,0.6964285714285714
152,5,6,LOF,0.3390937019969278,0.8928571428571429
153,5,7,IsolationForest,0.43423344947735193,0.9285714285714286
154,5,7,OneClassSVM,0.7148664343786295,0.6607142857142857
155,5,7,LOF,0.3011033681765389,0.9285714285714286
156,5,8,IsolationForest,0.5573453608247423,0.8214285714285714
157,5,8,OneClassSVM,0.6703792341678939,0.7857142857142857
158,5,8,LOF,0.4116347569955817,0.875
159,5,9,IsolationForest,0.5867921492921494,0.75
160,5,9,OneClassSVM,0.7425997425997426,0.6428571428571429
161,5,9,LOF,0.33204633204633205,0.8392857142857143
162,6,0,IsolationForest,0.8785087719298246,0.5
163,6,0,OneClassSVM,0.8901315789473685,0.34210526315789475
164,6,0,LOF,0.9423976608187133,0.05263157894736842
165,6,1,IsolationForest,0.7979996720773896,0.6842105263157895
166,6,1,OneClassSVM,0.809517953762912,0.5263157894736842
167,6,1,LOF,0.9444171175602558,0.05263157894736842
168,6,2,IsolationForest,0.880101322825781,0.5526315789473685
169,6,2,OneClassSVM,0.8323247959470871,0.6578947368421053
170,6,2,LOF,0.9421615536166619,0.05263157894736842
171,6,3,IsolationForest,0.767384370015949,0.7894736842105263
172,6,3,OneClassSVM,0.7693381180223285,0.631578947368421
173,6,3,LOF,0.9445773524720893,0.05263157894736842
174,6,4,IsolationForest,0.7948621553884713,0.7368421052631579
175,6,4,OneClassSVM,0.8539473684210526,0.39473684210526316
176,6,4,LOF,0.9429824561403509,0.05263157894736842
177,6,5,IsolationForest,0.7077410679984633,0.7368421052631579
178,6,5,OneClassSVM,0.743421052631579,0.631578947368421
179,6,5,LOF,0.6590472531694199,0.8421052631578947
180,6,7,IsolationForest,0.7593068035943518,0.7105263157894737
181,6,7,OneClassSVM,0.7824668378262729,0.631578947368421
182,6,7,LOF,0.9411638853230637,0.05263157894736842
183,6,8,IsolationForest,0.7780792186652198,0.5789473684210527
184,6,8,OneClassSVM,0.6825149213239284,0.8157894736842105
185,6,8,LOF,0.9424850786760717,0.05263157894736842
186,6,9,IsolationForest,0.8068990042674253,0.6578947368421053
187,6,9,OneClassSVM,0.808854907539118,0.47368421052631576
188,6,9,LOF,0.9427453769559032,0.05263157894736842
189,7,0,IsolationForest,0.6799999999999999,0.74
190,7,0,OneClassSVM,0.8715,0.44
191,7,0,LOF,0.273,0.94
192,7,1,IsolationForest,0.5931464174454829,0.9
193,7,1,OneClassSVM,0.8239875389408099,0.64
194,7,1,LOF,0.4139563862928349,0.96
195,7,2,IsolationForest,0.6741176470588236,0.86
196,7,2,OneClassSVM,0.7945454545454547,0.66
197,7,2,LOF,0.34598930481283424,0.94
198,7,3,IsolationForest,0.5976969696969697,0.94
199,7,3,OneClassSVM,0.7543939393939394,0.56
200,7,3,LOF,0.21860606060606064,0.96
201,7,4,IsolationForest,0.6709523809523809,0.8
202,7,4,OneClassSVM,0.8985714285714286,0.42
203,7,4,LOF,0.44180952380952376,0.96
204,7,5,IsolationForest,0.498029197080292,0.86
205,7,5,OneClassSVM,0.6691605839416059,0.76
206,7,5,LOF,0.026131386861313884,0.98
207,7,6,IsolationForest,0.4936559139784946,0.94
208,7,6,OneClassSVM,0.7550537634408603,0.66
209,7,6,LOF,0.04118279569892475,0.98
210,7,8,IsolationForest,0.5301030927835051,0.8
211,7,8,OneClassSVM,0.682216494845361,0.76
212,7,8,LOF,0.10206185567010312,0.98
213,7,9,IsolationForest,0.5560360360360361,0.9
214,7,9,OneClassSVM,0.7141891891891892,0.76
215,7,9,LOF,0.1165765765765766,0.98
216,8,0,IsolationForest,0.5284722222222222,0.9
217,8,0,OneClassSVM,0.8278472222222222,0.775
218,8,0,LOF,0.4802777777777778,0.85
219,8,1,IsolationForest,0.39859813084112145,0.925
220,8,1,OneClassSVM,0.8474299065420562,0.65
221,8,1,LOF,0.579595015576324,0.85
222,8,2,IsolationForest,0.49933155080213903,0.925
223,8,2,OneClassSVM,0.7326871657754009,0.875
224,8,2,LOF,0.42406417112299466,0.9
225,8,3,IsolationForest,0.35553030303030303,0.95
226,8,3,OneClassSVM,0.6668560606060607,0.875
227,8,3,LOF,0.45219696969696965,0.9
228,8,4,IsolationForest,0.5223809523809524,0.875
229,8,4,OneClassSVM,0.9109523809523808,0.45
230,8,4,LOF,0.5767857142857143,0.9
231,8,5,IsolationForest,0.29698905109489054,0.975
232,8,5,OneClassSVM,0.671441605839416,0.85
233,8,5,LOF,0.03996350364963505,0.975
234,8,6,IsolationForest,0.2288978494623656,0.975
235,8,6,OneClassSVM,0.5599462365591398,0.9
236,8,6,LOF,0.04919354838709679,0.975
237,8,7,IsolationForest,0.41361788617886175,0.9
238,8,7,OneClassSVM,0.6659044715447154,0.875
239,8,7,LOF,0.3758130081300813,0.925
240,8,9,IsolationForest,0.35765765765765767,0.95
241,8,9,OneClassSVM,0.7009572072072072,0.875
242,8,9,LOF,0.2797297297297297,0.925
243,9,0,IsolationForest,0.5144444444444445,0.9333333333333333
244,9,0,OneClassSVM,0.7604320987654323,0.7111111111111111
245,9,0,LOF,0.8122222222222223,0.6
246,9,1,IsolationForest,0.3899619245413638,0.9555555555555556
247,9,1,OneClassSVM,0.7101073035652475,0.8666666666666667
248,9,1,LOF,0.8107995846313604,0.4888888888888889
249,9,2,IsolationForest,0.4836601307189542,0.9333333333333333
250,9,2,OneClassSVM,0.7002376708259062,0.7333333333333333
251,9,2,LOF,0.8671420083184789,0.26666666666666666
252,9,3,IsolationForest,0.3915824915824916,0.9555555555555556
253,9,3,OneClassSVM,0.7440740740740741,0.7111111111111111
254,9,3,LOF,0.9083501683501684,0.17777777777777778
255,9,4,IsolationForest,0.4805291005291006,0.9333333333333333
256,9,4,OneClassSVM,0.7512698412698413,0.7333333333333333
257,9,4,LOF,0.8020105820105821,0.6222222222222222
258,9,5,IsolationForest,0.29610705596107056,0.9333333333333333
259,9,5,OneClassSVM,0.6263990267639903,0.9333333333333333
260,9,5,LOF,0.07015409570154096,0.9777777777777777
261,9,6,IsolationForest,0.26224611708482676,0.9555555555555556
262,9,6,OneClassSVM,0.6087813620071684,0.9333333333333333
263,9,6,LOF,0.0878136200716846,0.9777777777777777
264,9,7,IsolationForest,0.3066847335140018,0.9555555555555556
265,9,7,OneClassSVM,0.628048780487805,0.9111111111111111
266,9,7,LOF,0.6158084914182476,0.8222222222222222
267,9,8,IsolationForest,0.35990836197021764,0.9333333333333333
268,9,8,OneClassSVM,0.6386597938144329,0.9555555555555556
269,9,8,LOF,0.6492554410080184,0.8444444444444444
